number_of_uses,word,word_type
2,jasper,NN
2,rainbow,NN
2,angel’s,NULL
2,inhabiters,NNS
2,breastplates,NNS
2,ascendeth,VBZ
2,athirst,JJ
2,lamb’s,NULL
1,version,NNP
1,genesis,NNP
1,bdellium,NN
1,tiller,NN
1,tillest,VBP
1,irad,NNP
1,mehujael,NNP
1,methusael,NNP
1,instructer,NN
1,artificer,NN
1,tubalcain,NNP
1,gopher,NN
1,decreased,VBD
1,pluckt,VBD
1,seedtime,NN
1,resen,NNP
1,sephar,NNP
1,hai,NNP
1,perizzite,NNP
1,bera,NNP
1,birsha,NNP
1,shinab,NNP
1,shemeber,NNP
1,rephaims,NNP
1,ashteroth,NNP
1,zuzims,NNP
1,emins,NNP
1,shaveh,NNP
1,horites,NNP
1,siddim,NNP
1,mamre,NNP
1,trained,JJ
1,melchizedek,NNP
1,sarai’s,NULL
1,fetcht,VB
1,forty’s,NULL
1,twenty’s,NULL
1,ten’s,NULL
1,yesternight,RB
1,thicket,NN
1,huz,NNP
1,buz,NNP
1,heth,NNP
1,current,JJ
1,machpelah,NNP
1,ungirded,VBD
1,jokshan,NNP
1,zohar,NNP
1,struggled,VBD
1,guiltiness,NN
1,ahuzzath,NNP
1,judith,NNP
1,beeri,NNP
1,badest,IN
1,supplanted,VBD
1,purposing,VBG
1,padanaram,NNP
1,ladder,NN
1,wrestlings,NNS
1,hazel,NN
1,strakes,NNS
1,gutters,NNS
1,feebler,NN
1,anointedst,VBZ
1,vowedst,VBZ
1,longedst,NN
1,findest,JJS
1,hotly,RB
1,appease,VB
1,ford,NN
1,overdrive,VB
1,erected,VBD
1,hamor’s,NULL
1,dinah’s,NULL
1,fleddest,JJS
1,ishmael’s,NULL
1,lotan,NNP
1,hori,NNP
1,dishan,NNP
1,temani,NNP
1,hadar,NNP
1,stript,VBP
1,spicery,NN
1,spilled,VBN
1,hirah,NNP
1,wotteth,VBZ
1,sadly,RB
1,interpreter,NN
1,interpretations,NNS
1,blossoms,NNS
1,bakemeats,NNS
1,butlership,NN
1,leanfleshed,VBD
1,guard’s,NULL
1,fatfleshed,VBN
1,vestures,NNS
1,yearn,VB
1,messes,NNS
1,lad’s,NULL
1,morever,NN
1,goshen,NNP
1,activity,NN
1,pilgrimage,NN
1,bed’s,NULL
1,guiding,VBG
1,defiledst,VBZ
1,selfwill,NN
1,couched,VBD
1,rouse,VB
1,lawgiver,NN
1,progenitors,NNS
1,ravin,VB
1,embalm,VB
1,meant,VBD
1,coffin,NN
1,exodus,NNP
1,pithom,NNP
1,intendest,VB
1,spokesman,NN
1,task,NN
1,minish,VB
1,mahali,NNP
1,jochebed,NNP
1,putiel,NNP
1,enchantments,NNS
1,letting,VBG
1,exaltest,JJS
1,hoof,NN
1,purtenance,NN
1,bunch,NN
1,urgent,JJ
1,kneadingtroughs,NNS
1,harnessed,VBN
1,migdol,NNP
1,encamping,VBG
1,marched,VBN
1,congealed,VBN
1,stretchedst,NN
1,bred,VBD
1,omers,NNS
1,smotest,VBP
1,chiding,NN
1,steady,JJ
1,camped,VBD
1,soundeth,NN
1,quaked,VBD
1,louder,NN
1,chargedst,NN
1,thoroughly,RB
1,stripe,NN
1,eye’s,NULL
1,manservant’s,NULL
1,maidservant’s,NULL
1,tooth’s,NULL
1,gore,NN
1,theft,NN
1,stacks,NNS
1,challengeth,NN
1,parties,NNS
1,endow,VB
1,witch,NN
1,blindeth,VBZ
1,hornets,NNS
1,dishes,NNS
1,snuffdishes,NNS
1,tenons,NNS
1,pans,NNS
1,engraver,NN
1,settings,NNS
1,embroider,VBP
1,wheaten,NNS
1,wafer,NN
1,dresseth,VBZ
1,cinnamon,NN
1,cassia,NN
1,compound,NN
1,compoundeth,VBP
1,confection,NN
1,furniture,NN
1,clift,NN
1,ingathering,NN
1,menchildren,NNS
1,spun,VBN
1,equally,RB
1,distant,JJ
1,seatward,NN
1,handbreadth,NN
1,lookingglasses,NNS
1,answerable,JJ
1,embroiderer,NN
1,bekah,NN
1,signets,NNS
1,hems,NN
1,onward,RB
1,leviticus,NNP
1,thereout,NN
1,pronouncing,VBG
1,amends,NNS
1,pan,NN
1,consecrations,NNS
1,mishael,NNP
1,kite,NN
1,beetle,NN
1,tortoise,NN
1,ranges,NNS
1,inflammation,NN
1,darkish,JJ
1,freckled,JJ
1,warp,NN
1,morter,NN
1,copulation,NN
1,hunteth,VBZ
1,vomiteth,VBZ
1,spued,VBD
1,gleanings,NNS
1,honor,PDT
1,freedom,NN
1,prostitute,VB
1,adulteress,NN
1,profaneth,VBZ
1,blemishes,NNS
1,its,PRP$
1,fewness,NN
1,god:for,NULL
1,overplus,NN
1,decay,NN
1,rigour,NN
1,reformed,VBN
1,faintness,NN
1,singular,JJ
1,poorer,JJR
1,valuest,IN
1,estimations,NNS
1,gerahs,NN
1,devote,VB
1,pedigrees,NNS
1,zuar,NNP
1,helon,NNP
1,zuriel,NNP
1,apiece,RB
1,odd,JJ
1,liquor,JJ
1,moist,NN
1,kernels,NNS
1,wagon,NN
1,lightest,JJS
1,shaft,NN
1,rites,NNS
1,ceremonies,NNS
1,forbeareth,VBZ
1,raguel,NNP
1,mixt,NN
1,eldad,NNP
1,medad,NNP
1,enviest,NNP
1,kibrothhattaavah,NNP
1,shammua,NNP
1,palti,NNP
1,gaddiel,NNP
1,gaddi,NNP
1,sethur,NNP
1,nahbi,NNP
1,geuel,NNP
1,anak,NNP
1,disinherit,VB
1,pardoned,VBN
1,tomorrow,VBP
1,presumed,VBD
1,fringe,NN
1,ribband,NN
1,appertain,VBP
1,bloomed,VBD
1,bitten,VBN
1,direction,NN
1,mattanah,NNP
1,nahaliel,NNP
1,bamoth,NNP
1,licketh,VBZ
1,cursest,NN
1,ridden,NN
1,enchantment,NN
1,lign,NN
1,aloes,NNS
1,balak’s,NULL
1,peor’s,NULL
1,zebulunites,NNP
1,ard,NNP
1,amram’s,NULL
1,meribah,NNP
1,disallow,NN
1,discourage,NN
1,augment,VB
1,sheepfolds,NNS
1,bethjesimoth,NNP
1,abelshittim,NNP
1,fewer,JJR
1,pricks,NNS
1,azmon,NNP
1,western,JJ
1,hazarenan,NNP
1,shepham,NNP
1,shemuel,NNP
1,elidad,NNP
1,hanniel,NNP
1,paltiel,NNP
1,ahihud,NNP
1,pedahel,NNP
1,manslayer,NN
1,throwing,VBG
1,hurl,NN
1,possesseth,VBZ
1,deuteronomy,NNP
1,astaroth,NNP
1,righteously,RB
1,taller,JJR
1,emims,NNP
1,avims,NNP
1,salchah,NNP
1,geshuri,NNP
1,ashdothpisgah,NNP
1,buildedst,NN
1,diggedst,NN
1,fewest,JJS
1,repayeth,VB
1,detest,VBD
1,provokedst,VBP
1,jaakan,NNP
1,gudgodah,NNP
1,sowedst,NN
1,wateredst,VBD
1,champaign,NN
1,roebuck,NN
1,proveth,NN
1,cleft,NN
1,cud,NN
1,vulture,NN
1,liberally,RB
1,sacrificedst,NN
1,beginnest,NN
1,plea,NN
1,inform,VBP
1,observer,NN
1,consulter,NN
1,observers,NNS
1,fetcheth,VBZ
1,slippeth,NN
1,mortally,RB
1,brethren’s,NULL
1,employ,VB
1,eared,VBN
1,heifer’s,NULL
1,pare,VB
1,bird’s,NULL
1,battlement,NN
1,amerce,VB
1,pethor,NNP
1,chanceth,VBZ
1,paddle,JJ
1,sodomite,NN
1,stealing,VBG
1,cuttest,VBP
1,forgot,VBD
1,gatherest,VBP
1,succeed,VB
1,lengthened,VBN
1,possessest,VB
1,tithing,NN
1,gerizim,NNP
1,ebal,NNP
1,extreme,JJ
1,gropeth,NN
1,hearkenedst,NN
1,servedst,NN
1,delicateness,NN
1,hewer,NN
1,drawer,NN
1,sicknesses,NNS
1,denounce,VBP
1,fluttereth,NN
1,flinty,NN
1,jeshurun,NNP
1,suckling,NN
1,venom,NN
1,slide,VB
1,revenges,NNS
1,thummim,NNP
1,coucheth,JJ
1,lasting,NN
1,underneath,NN
1,liars,NNS
1,withersoever,NN
1,shutting,NN
1,stalks,NNS
1,overfloweth,PRP
1,ram’s,NULL
1,environ,VB
1,zarhites,NNS
1,babylonish,JJ
1,clouted,VBN
1,hoham,NNP
1,piram,NNP
1,japhia,NNP
1,cave’s,NULL
1,horam,NNP
1,hivite,NNP
1,hough,IN
1,merom,NNP
1,undone,NN
1,chinneroth,NNP
1,mearah,NNP
1,medeba,NNP
1,maachathites,NNP
1,zarethshahar,NNP
1,espy,VB
1,baalah,NNP
1,archi,NNP
1,michmethah,NNP
1,janohah,NNP
1,endor,NNP
1,description,NN
1,jebusi,NNP
1,arabah,NNP
1,bethhoglah,NNP
1,ramath,NNP
1,sarid,NNP
1,remmonmethoar,VB
1,jiphthahel,NNP
1,ummah,NNP
1,allon,NNP
1,timnathserah,NNP
1,unwittingly,RB
1,jattir,NNP
1,holon,NNP
1,ain,NNP
1,juttah,NNP
1,almon,NNP
1,kibzaim,NNP
1,eltekeh,NNP
1,gibbethon,NNP
1,tanach,NNP
1,beeshterah,NNP
1,dabareh,NNP
1,jarmuth,NNP
1,engannim,NNP
1,mishal,NNP
1,helkath,NN
1,hammothdor,NNP
1,kartan,NNP
1,kartah,NNP
1,dimnah,NN
1,nahalal,NNP
1,jahazah,NNP
1,peor,NNP
1,therefrom,JJ
1,traps,NNS
1,scourges,NNS
1,oliveyards,NNS
1,overlived,VBD
1,bezek,NNP
1,descry,VB
1,asherites,NNP
1,bethanath,NNP
1,heres,NNP
1,outlived,VBD
1,mesopotamia,NNP
1,kenaz,NNP
1,quarries,NNS
1,haft,NN
1,locked,VBD
1,jabin’s,NULL
1,hobab,NNP
1,heber’s,NULL
1,marchedst,VBD
1,travellers,NNS
1,abodest,JJ
1,bleatings,NNS
1,searchings,NNS
1,jeoparded,VBD
1,horsehoofs,NN
1,pransings,NNS
1,lordly,JJ
1,workmen’s,NULL
1,needlework,NN
1,wringed,VBD
1,vaunt,NN
1,lappeth,VBZ
1,lapped,VBD
1,tumbled,VBD
1,overturned,VBD
1,pitchers,NNS
1,bethshittah,NNP
1,resembled,VBD
1,baalberith,NNP
1,cheereth,VBP
1,deserving,NN
1,adventured,VBD
1,sincerely,RB
1,aided,VBD
1,tola,NNP
1,shamir,NNP
1,havothjair,NNP
1,gilead’s,NULL
1,passedst,NN
1,ibzan,NNP
1,zebulonite,NNP
1,hillel,NNP
1,pirathonite,NNP
1,pirathon,NNP
1,eater,NN
1,expound,IN
1,brands,NNS
1,hip,NN
1,lehi,NNP
1,tow,NN
1,weavest,VBP
1,eshtaol,NNP
1,magistrate,NN
1,mahanehdan,NNP
1,laish,NNP
1,wants,VBZ
1,abused,VBD
1,meadows,NNS
1,sufficed,VBN
1,ephrathites,NNP
1,elimelech,NNP
1,naomi’s,NULL
1,chilion,NNP
1,orpah,NNP
1,hap,NN
1,moabitish,JJ
1,mealtime,JJ
1,wroughtest,JJS
1,winnoweth,VBZ
1,followedst,NN
1,kinsman’s,NULL
1,chilion’s,NULL
1,worthily,RB
1,nourisher,NN
1,actions,NNS
1,loan,NN
1,honourest,JJS
1,crouch,VB
1,eli’s,NULL
1,wayside,JJ
1,ebenezer,NNP
1,dagon’s,NULL
1,ekronites,NNP
1,goodliest,JJS
1,goodlier,JJR
1,caring,VBG
1,seer’s,NULL
1,cook,NN
1,sorroweth,VB
1,adversities,NNS
1,matri,NNP
1,condition,NN
1,bribe,NN
1,zeboim,NNP
1,file,NN
1,ichabod’s,NULL
1,restraint,NN
1,acre,NN
1,bleating,NN
1,childless,NN
1,reigning,VBG
1,player,NN
1,shochoh,NNP
1,greaves,NNS
1,target,NN
1,spear’s,NULL
1,cheeses,NNS
1,eliab’s,NULL
1,naughtiness,NN
1,slang,VBD
1,chasing,NN
1,stripling,NN
1,eyed,VBD
1,avoided,VBD
1,merab,NNP
1,meholathite,NNP
1,thee-ward,JJ
1,slipped,VBD
1,miss,VB
1,artillery,NN
1,meeting,NN
1,whereabout,NN
1,detained,VBN
1,slewest,JJS
1,scrabbled,VBD
1,spittle,NN
1,occasioned,VBN
1,practised,VBD
1,forbare,VB
1,sheepcotes,NNS
1,churlish,JJ
1,missing,VBG
1,hurting,VBG
1,phalti,VB
1,road,NN
1,executedst,VB
1,stoning,VBG
1,ahimelech’s,NULL
1,belongest,JJS
1,agone,VBP
1,invasion,NN
1,bracelet,NN
1,vilely,RB
1,fellow’s,NULL
1,giah,NNP
1,abner’s,NULL
1,chargest,VB
1,translate,VB
1,phaltiel,NNP
1,fellest,JJ
1,beerothites,NNP
1,thinking,VBG
1,bestir,NN
1,baale,NNP
1,accompanying,VBG
1,nachon’s,NULL
1,perezuzzah,NNP
1,shamelessly,RB
1,maidservants,NNS
1,redeemedst,NN
1,methegammah,NNP
1,stank,NN
1,bethrehob,NNP
1,ishtob,NNP
1,hottest,JJS
1,retire,NN
1,shooters,NNS
1,traveller,NN
1,uriah’s,NULL
1,bolt,VB
1,bolted,VBD
1,whoever,NNP
1,revengers,NNS
1,spilt,NN
1,banished,NN
1,deputed,VBD
1,geshur,NNP
1,conspirators,NNS
1,zadok’s,NULL
1,abiathar’s,NULL
1,hill’s,NULL
1,chafed,VBN
1,wench,JJ
1,ithra,NNP
1,shobi,VBZ
1,cheese,NN
1,overran,VBD
1,foremost,NN
1,stealth,NN
1,ferry,JJ
1,gera,NNP
1,slandered,VBD
1,fiercer,VBN
1,favoureth,VBZ
1,battered,VBD
1,adoram,NNP
1,jairite,NNP
1,armoni,NNP
1,aiah,NNP
1,gob,NNP
1,pavilions,NNS
1,psalmist,NN
1,tachmonite,NNP
1,adino,NNP
1,agee,NNP
1,elika,NNP
1,mebunnai,NNP
1,zalmon,NNP
1,heleb,NNP
1,hiddai,NNP
1,abialbon,NNP
1,sharar,NNP
1,eliam,NNP
1,hezrai,NNP
1,paarai,NNP
1,bani,NNP
1,nahari,NNP
1,threshingplace,NN
1,cost,NN
1,cherish,VB
1,cherished,VBD
1,yearned,VBN
1,elihoreph,NNP
1,zabud,VB
1,ahishar,NNP
1,taphath,NNP
1,baana,NNP
1,zartanah,NNP
1,ahinadab,IN
1,basmath,NNP
1,geber,NNP
1,tiphsah,NNP
1,largeness,NN
1,excelled,VBD
1,hyssop,NN
1,discharged,VBN
1,hiram’s,NULL
1,eightieth,JJ
1,nethermost,JJ
1,narrowed,JJ
1,rests,NNS
1,inside,NN
1,carvings,NNS
1,sawed,VBN
1,worker,NN
1,checker,NN
1,gravings,NNS
1,axletrees,NNS
1,hinges,NNS
1,afflictest,VBP
1,bondservice,NN
1,exceedeth,VBP
1,exceeded,VBD
1,rezon,NNP
1,disobeyed,VBD
1,asa’s,NULL
1,arza,NNP
1,treason,NNP
1,shemer,NNP
1,ethbaal,NNP
1,hiel,NNP
1,bethelite,NNP
1,jezebel’s,NULL
1,baal’s,NULL
1,knives,NNS
1,midday,NN
1,barrels,NNS
1,abelmeholah,NNP
1,busy,JJ
1,decided,VBD
1,abominably,RB
1,persude,NN
1,driver,NN
1,lattice,NN
1,leather,NN
1,situation,NN
1,bears,NNS
1,minstrel,NN
1,felled,VBD
1,kirharaseth,NNP
1,slingers,NNS
1,sneezed,VBD
1,gourds,NNS
1,lap,NN
1,shred,VBD
1,husk,NN
1,servitor,NN
1,naaman’s,NULL
1,abana,NNP
1,felling,VBG
1,cab,NN
1,dove’s,NULL
1,rip,VB
1,bidkar,VB
1,plat,NN
1,tired,VBD
1,bringers,NNS
1,vestments,NNS
1,bedchamber,NN
1,bored,VBD
1,lid,NN
1,jozachar,NNP
1,selah,NNP
1,joktheel,NNP
1,jecholiah,NNP
1,elath,NNP
1,cuth,NNP
1,avites,NNS
1,nibhaz,NNP
1,sepharvites,NNP
1,rabsaris,NNP
1,pledges,NNS
1,lodgings,NNS
1,wiping,VBG
1,haruz,NNP
1,reckoning,VBG
1,asahiah,NNP
1,idolatrous,JJ
1,wove,VBP
1,nathanmelech,NNP
1,provocations,NNS
1,poorest,JJS
1,smiths,NNS
1,tanhumeth,NNP
1,temanites,NNP
1,troubler,NN
1,shimma,NNP
1,raddai,NNP
1,ozem,NNP
1,segub,NNP
1,abiah,NNP
1,hezron’s,NULL
1,onam,NNP
1,abishur,NNP
1,seled,NNP
1,jada,NNP
1,jarha,VB
1,ephlal,NNP
1,sisamai,NNP
1,jekamiah,NNP
1,shema,NNP
1,rekem,NNP
1,shammai,NNP
1,maon,NNP
1,shaaph,NNP
1,hareph,NNP
1,ithream,NNP
1,bathshua,NNP
1,malchiram,NNP
1,reaiah,NNP
1,tekoa,NNP
1,naarah,NNP
1,coz,NNP
1,aharhel,NNP
1,chelub,NNP
1,eshton,NNP
1,tehinnah,NNP
1,meonothai,NNP
1,ishbah,NNP
1,jehudijah,NNP
1,jered,VBD
1,jekuthiel,NNP
1,bithiah,NNP
1,mered,NNP
1,hodiah,NNP
1,shimon,NNP
1,ishi,NNP
1,laadah,NNP
1,mibsam,NNP
1,mishma,NNP
1,hamuel,NNP
1,zacchur,NNP
1,ziza,NNP
1,reaia,NNP
1,beerah,NNP
1,shapham,NNP
1,ahi,IN
1,hagarites,NNP
1,steads,NNS
1,jehozadak,NNP
1,zimmah,NNP
1,jeaterai,NNP
1,ebiasaph,NNP
1,zophai,NNP
1,nahath,NNP
1,haggiah,NNP
1,hilen,NNP
1,ashan,NNP
1,alemeth,NNP
1,jokmeam,NNP
1,aner,NNP
1,bileam,NNP
1,daberath,NNP
1,anem,NNP
1,mashal,NNP
1,hukok,NNP
1,hammon,NNP
1,kirjathaim,NNP
1,jahzah,NNP
1,aramitess,NNP
1,huppim,NNP
1,hammoleketh,NNP
1,shemidah,NNP
1,bered,VBD
1,eladah,NNP
1,shuthelah,NNP
1,rephah,NNP
1,telah,NNP
1,tahan,NNP
1,ammihud,NNP
1,non,NNP
1,jehoshuah,NNP
1,ashbel,NNP
1,aharah,NNP
1,nohah,NNP
1,shaharaim,NNP
1,baara,NNP
1,hodesh,NNP
1,ishmerai,NNP
1,jehoadah,NNP
1,eshek,NNP
1,jehush,NNP
1,uthai,IN
1,ibneiah,NNP
1,maasiai,NNP
1,jarah,NNP
1,jebus,NNP
1,castle,NN
1,snowy,JJ
1,shammoth,NNP
1,ilai,NNP
1,heled,VBD
1,ithai,NNP
1,hurai,NNP
1,abiel,NNP
1,hashem,NNP
1,shage,NNP
1,eliphal,NNP
1,hezro,NNP
1,naarai,NNP
1,mibhar,NNP
1,naharai,NNP
1,adina,NNP
1,shiza,NNP
1,joshaphat,NNP
1,uzzia,IN
1,shama,NNP
1,hothan,NNP
1,joha,NNP
1,ithmah,NNP
1,jasiel,NNP
1,hurling,VBG
1,shemaah,NNP
1,ismaiah,NNP
1,josabad,NNP
1,mishmannah,NNP
1,elzabad,NNP
1,machbanai,NNP
1,advisement,JJ
1,shihor,NNP
1,perezuzza,NNP
1,sheminith,NNP
1,jehiah,NNP
1,psalm,NN
1,expired,VBN
1,zobah,NNP
1,tou,NNP
1,congratulate,VB
1,shavsha,NNP
1,valiantly,RB
1,lahmi,NNP
1,overtaketh,VBP
1,zizah,NNP
1,jeush,NNP
1,jesiah,NNP
1,orderings,NNS
1,michah,NNP
1,korhites,NNP
1,jathniel,NNP
1,peulthai,NNP
1,simri,NNP
1,tebaliah,NNP
1,causeway,NN
1,asuppim,NNP
1,parbar,NNP
1,gershonite,NNP
1,hebronites,NNP
1,jerijah,NNP
1,jashobeam,NNP
1,dodai,NNP
1,ammizabad,NNP
1,shamhuth,NNP
1,heldai,NNP
1,ishmaiah,NNP
1,jaasiel,NNP
1,azareel,NNP
1,jehonathan,NNP
1,ezri,NNP
1,shitrai,NNP
1,obil,NNP
1,jehdeiah,NNP
1,jaziz,NNP
1,hachmoni,NNP
1,liked,VBD
1,constant,JJ
1,parlours,NNS
1,bason,NN
1,glistering,NN
1,marble,JJ
1,reignest,VB
1,prudence,NN
1,numbering,NN
1,amounting,VBG
1,joining,VBG
1,thanking,VBG
1,scaffold,NN
1,requiting,VBG
1,recompensing,VBG
1,cupbearers,NNS
1,exceedest,VBP
1,terraces,NNS
1,chapmen,NNS
1,servitude,NN
1,jeshanah,NNP
1,zephathah,NNP
1,vexations,NNS
1,oded,NNP
1,lubims,NNP
1,huge,JJ
1,rely,RB
1,adnah,NNP
1,amasiah,NNP
1,eliada,NNP
1,cliff,NN
1,ambushments,NNS
1,dodavah,NNP
1,elishaphat,NNP
1,chest,NN
1,mend,VB
1,shimeath,NNP
1,shimrith,NNP
1,repairing,NN
1,hostages,NNS
1,jecoliah,NNP
1,dressers,NNS
1,slings,NNS
1,invented,VBN
1,appertaineth,VBZ
1,ophel,NNP
1,forests,NNS
1,azrikam,NNP
1,bondwomen,NNS
1,jehizkiah,NNP
1,shocho,NNP
1,timnah,NNP
1,gimzo,NNP
1,mahath,NNP
1,passovers,NNS
1,kore,NNP
1,imnah,NNP
1,establishment,NN
1,rail,VB
1,affright,VB
1,cotes,NNS
1,strowed,VBD
1,mattocks,NNS
1,joahaz,NNP
1,artificers,NNS
1,humbledst,VB
1,conaniah,NNP
1,flayed,VBD
1,busied,VBN
1,charchemish,JJ
1,meddling,VBG
1,stiffened,VBD
1,misused,VBD
1,enjoyed,VBN
1,mithredath,NNP
1,sheshbazzar,NNP
1,kadmiel,NNP
1,chancellor,NN
1,asnapper,NNP
1,endamage,VB
1,strongly,RB
1,savours,NNS
1,dunghill,NN
1,prescribing,VBG
1,impose,VB
1,confiscation,NN
1,elihoenai,NNP
1,ahava,NNP
1,jozabad,NNP
1,noadiah,NNP
1,commissions,NNS
1,furthered,VBD
1,blush,VB
1,reviving,NN
1,jahaziah,NNP
1,tikvah,NNP
1,corruptly,RB
1,meah,NNP
1,zaccur,NNP
1,hassenaah,NNP
1,melatiah,NNP
1,jadon,NNP
1,hattush,NNP
1,malchijah,NNP
1,shallun,NNP
1,siloah,NNP
1,bavai,NNP
1,armoury,NN
1,zabbai,NNP
1,koz,NNP
1,ananiah,NNP
1,henadad,NNP
1,palal,NNPS
1,goldsmith’s,NULL
1,goldsmiths,NNS
1,rubbish,NN
1,fox,NN
1,mortgaged,VBN
1,gashmu,NNP
1,prophetess,NN
1,manservants,NNS
1,pulpit,NN
1,foundest,VB
1,threwest,JJS
1,withheldest,JJS
1,swelled,VBD
1,multipliedst,VBP
1,subduedst,NN
1,leftest,JJS
1,exaction,NN
1,athaiah,NNP
1,senuah,NNP
1,amashai,VB
1,ziha,NNP
1,gispa,NNP
1,pethahiah,NNP
1,joiada,NNP
1,recorded,VBN
1,thresholds,NNS
1,furnaces,NNS
1,jezrahiah,NNP
1,allied,VBN
1,preparing,VBG
1,sellers,NNS
1,outlandish,JJ
1,memucan,NNP
1,hege,NNP
1,women’s,NULL
1,maid’s,NULL
1,purifications,NNS
1,hegai,NNP
1,bigthan,NNP
1,reverenced,VBD
1,transgressest,JJS
1,enlargement,NN
1,merrily,RB
1,bigthana,NNP
1,countervail,VB
1,arising,NN
1,deputies,NNS
1,adar,NNP
1,undertook,NN
1,eschewed,VBD
1,feasted,VBN
1,movedst,FW
1,boils,NNS
1,job’s,NULL
1,roarings,NNS
1,assay,VBP
1,disappointeth,VBD
1,noonday,NN
1,shock,NN
1,loweth,VBZ
1,unsavoury,JJ
1,blackish,JJ
1,forcible,JJ
1,arguing,VBG
1,overwhelm,IN
1,wearisome,JJ
1,tossings,NNS
1,complain,NN
1,scarest,JJS
1,terrifiest,JJS
1,loathe,VBP
1,preserver,NN
1,flag,NN
1,hypocrite’s,NULL
1,plunge,NN
1,daysman,NN
1,contendest,NN
1,enquirest,NN
1,curdled,VBD
1,markest,JJS
1,increasest,JJS
1,exacteth,NN
1,broader,JJR
1,clearer,JJR
1,overturn,NN
1,straiteneth,VB
1,forgers,NNS
1,pleadings,NNS
1,remembrances,NNS
1,sprout,VB
1,sewest,VBP
1,washest,JJS
1,prevailest,NN
1,changest,VB
1,restrainest,JJS
1,choosest,VB
1,restrain,NN
1,grayheaded,VBN
1,consolations,NNS
1,bosses,NNS
1,collops,NNS
1,unripe,JJ
1,miserable,JJ
1,emboldeneth,VBZ
1,soul’s,NULL
1,asswage,VB
1,injustice,NN
1,spark,NN
1,trap,NN
1,nephew,NN
1,printed,VBN
1,check,NN
1,viper’s,NULL
1,distributeth,VBZ
1,moistened,VBN
1,acquaint,NN
1,dispute,VB
1,disguiseth,VB
1,sweetly,RB
1,entreateth,VBZ
1,booth,NN
1,hurleth,VBZ
1,vein,NN
1,vulture’s,NULL
1,crystal,NN
1,topaz,NN
1,mallows,NNS
1,cliffs,NNS
1,bushes,NNS
1,viler,JJR
1,collar,NN
1,opposest,JJS
1,dissolvest,JJS
1,organ,NN
1,heinous,JJ
1,highness,NN
1,wishing,VBG
1,cockle,JJ
1,buzite,NNP
1,thrusteth,VBZ
1,titles,NNS
1,slumberings,NNS
1,perishing,VBG
1,fresher,JJR
1,tasteth,JJ
1,clappeth,VBZ
1,withdraweth,VBD
1,spreadings,NNS
1,attentively,RB
1,balancings,NNS
1,quieteth,VBZ
1,darkeneth,VBZ
1,swaddlingband,NN
1,gendered,VBD
1,influences,NNS
1,mazzaroth,NNP
1,arcturus,NNP
1,range,NN
1,harrow,VB
1,paweth,VBZ
1,rattleth,NN
1,smelleth,VBZ
1,crag,NN
1,pierceth,NNS
1,barbed,JJ
1,neesings,NNS
1,flakes,NNS
1,breakings,NNS
1,slingstones,NNS
1,laugheth,VBZ
1,pointed,JJ
1,shuhite,NNP
1,naamathite,NNP
1,bemoaned,VBD
1,lifter,JJR
1,defendest,JJS
1,rending,VBG
1,ordaineth,VBZ
1,dealing,VBG
1,maintained,VBD
1,destructions,NNS
1,vilest,JJS
1,backbiteth,VBZ
1,extendeth,VBZ
1,maintainest,JJS
1,disappoint,NN
1,fillest,JJS
1,enlighten,VB
1,converting,VBG
1,enlightening,VBG
1,preventest,JJS
1,intended,VBD
1,inhabitest,VBP
1,stare,VBP
1,anointest,IN
1,congregations,NNS
1,skip,VB
1,sirion,NNP
1,contemptuously,RB
1,moisture,NN
1,skilfully,RB
1,abjects,NNS
1,plotteth,NN
1,payeth,VBZ
1,begging,VBG
1,disquietness,NN
1,aloof,NN
1,deceits,NNS
1,musing,VBG
1,frail,JJ
1,rebukes,NNS
1,favourest,JJS
1,upholdest,JJS
1,deliverances,NNS
1,sellest,JJS
1,inditing,VBG
1,breakest,VBD
1,consentedst,NN
1,slanderest,JJS
1,thoughtest,IN
1,glorifieth,FW
1,ordereth,VBZ
1,aright,NN
1,shapen,VBN
1,delightest,JJS
1,boastest,JJS
1,windy,JJ
1,softer,JJR
1,tellest,JJS
1,charming,VBG
1,snail,NN
1,belch,VBP
1,displayed,VBN
1,shelter,NN
1,tottering,VBG
1,consult,VBP
1,renderest,NN
1,stilleth,VBD
1,enrichest,VBZ
1,ridges,NNS
1,settlest,VBP
1,crownest,VBP
1,laidst,JJ
1,extolled,VBN
1,loadeth,VBZ
1,scalp,NN
1,waterflood,NN
1,mown,JJ
1,painful,JJ
1,castedst,VB
1,ensigns,NNS
1,withdrawest,JJS
1,inhabiting,VBG
1,driedst,VBZ
1,turtledove,NN
1,stouthearted,VBN
1,daytime,NN
1,limited,VBD
1,unfaithfully,RB
1,shouteth,NN
1,skilfulness,NN
1,revenging,NN
1,sevenfold,NN
1,leadest,JJS
1,feedest,JJS
1,preparedst,NN
1,boar,NN
1,crafty,JJ
1,assur,NNP
1,amiable,JJ
1,baca,NNP
1,doorkeeper,NN
1,unite,JJ
1,assemblies,NNS
1,writeth,VBZ
1,stillest,JJS
1,carriest,VBP
1,chastiseth,VBZ
1,executest,JJS
1,thankful,JJ
1,slandereth,VBZ
1,pelican,JJ
1,crowneth,VBP
1,hearkening,VBG
1,stretchest,VBP
1,senators,NNS
1,angered,VBD
1,unadvisedly,RB
1,contemned,VBN
1,wit’s,NULL
